Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue,Library Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,AGE,dev_stage,source_name,Biomaterial_provider,GEO_Accession (exp),AssemblyName,alignment_software (exp),individual,batch_of_trees,gene_perturbation_type,drought_treatment,molecule_subtype,type,Collection_Date,lat_lon,BIOME,estimated_size,feature,isol_growth_condt,material,num_replicons,ploidy,propagation,ref_biomaterial,Run_ID (run),nominal_length (run),isolate,env_package,investigation_type,project_name,Strain,ecotype,replicate,Broker_name,developmental_stage,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism_part,sample_name,SRA_accession,Title,Alias,ena_checklist,organism,Treatment,isolation_source,Host,description,Cell_type,collected_by,sample_type,Genotype,overexpressed_gene,transfection_time,days_after_drought_treatment,genetic_background,plant_strain,symbiotic_status,days_after_bending_treatment,Biological.Replicate,Cell_Line,culture_collection,disease,disease_stage,growth_protocol,height_or_length,phenotype,population,sex,Specimen_voucher,Temp,time_of_contact,transfected_genes,fungal_strain,pt_clone,common_name,ena_first_public,ena_last_update,external_id,Geographic_location,growth_condition,Submitter_Id,accession,lb_strain,gender,innoculant,label
SRR5986245,RNA-Seq,300,6801974400,PRJNA400507,SAMN07569353,2971032757,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3142114,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-1R,SRP116360,root,SP100-1R,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-1R=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986246,RNA-Seq,300,7703904000,PRJNA400507,SAMN07569354,3355577335,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3142113,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-2R,SRP116360,root,SP100-2R,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-2R=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986247,RNA-Seq,300,7804154400,PRJNA400507,SAMN07569355,3413592926,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3142112,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-3R,SRP116360,root,SP100-3R,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-3R=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986248,RNA-Seq,300,7579709700,PRJNA400507,SAMN07569348,3308474004,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3142111,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-2L,SRP116360,leaf,SP100-2L,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-2L=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986249,RNA-Seq,300,6360509100,PRJNA400507,SAMN07569349,2753323998,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3142110,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-3L,SRP116360,leaf,SP100-3L,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-3L=biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986250,RNA-Seq,300,7676560800,PRJNA400507,SAMN07569350,3292074561,CHINESE ACADEMY OF FORESTRY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3142109,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-1S,SRP116360,stem,SP100-1S,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-1S=biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5986251,RNA-Seq,300,7455339900,PRJNA400507,SAMN07569351,3209211070,CHINESE ACADEMY OF FORESTRY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3142108,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-12-31T00:00:00Z,SP100-2S,SRP116360,stem,SP100-2S,China,Asia,Plant,China:Bejiing,not collect,twelve days,plant,,,,,,,,,,,,,,,,,,,,,,,,,not collect,,,,,Hybrids of Populus alba and Populus glandulosa,SP100-2S=biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053274,RNA-Seq,302,19521938058,PRJNA403736,SAMN07621846,9023386116,JGI,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3200232,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215082,SRP118255,,BGGHA,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,11039,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053275,RNA-Seq,302,12934664530,PRJNA403739,SAMN07621437,5436429024,JGI,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3200231,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215085,SRP118254,,BGGUX,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053276,RNA-Seq,302,17324792022,PRJNA403737,SAMN07621525,8189107357,JGI,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3200230,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215083,SRP118252,,BGWTU,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10907,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053277,RNA-Seq,302,18999224076,PRJNA403728,SAMN07621856,8353139128,JGI,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3200229,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215074,SRP118253,,BGCXH,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053278,RNA-Seq,302,15048505980,PRJNA403738,SAMN07621504,7080206256,JGI,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3200228,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215084,SRP118251,,BGWTW,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10907,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053279,RNA-Seq,302,16730189658,PRJNA403727,SAMN07621424,7447827700,JGI,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3200227,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215073,SRP118250,,BGCXG,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053280,RNA-Seq,302,16352573086,PRJNA403733,SAMN07621548,6920883103,JGI,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3200226,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215079,SRP118249,,BGGGU,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053281,RNA-Seq,302,15885274594,PRJNA403732,SAMN07621513,6767835964,JGI,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3200225,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215078,SRP118248,,BGGGT,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053282,RNA-Seq,302,19133096146,PRJNA403740,SAMN07621843,8632684774,JGI,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3200224,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215086,SRP118247,,BGGUZ,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10980,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053283,RNA-Seq,302,16113255602,PRJNA403730,SAMN07621404,6804899208,JGI,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3200223,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215076,SRP118246,,BGGGW,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053284,RNA-Seq,302,18786754694,PRJNA403729,SAMN07621423,8289644634,JGI,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3200222,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215075,SRP118245,,BGCWZ,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053285,RNA-Seq,302,18331107966,PRJNA403731,SAMN07621403,7894895622,JGI,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3200221,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215077,SRP118244,,BGGGX,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053286,RNA-Seq,302,16596932158,PRJNA403734,SAMN07621547,7135840811,JGI,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3200220,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215080,SRP118243,,BGGGY,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053287,RNA-Seq,302,16739206170,PRJNA403735,SAMN07621526,7019542275,JGI,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3200219,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215081,SRP118242,,BGGGZ,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053288,RNA-Seq,302,13389738062,PRJNA403726,SAMN07621834,5913258680,JGI,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3200218,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215072,SRP118241,,BGCXO,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6053289,RNA-Seq,302,15129444094,PRJNA403725,SAMN07621753,6607189832,JGI,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3200217,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-09-20T00:00:00Z,Gp0215071,SRP118240,,BGCXN,uncalculated,uncalculated,MIGS.eu,missing,P. trichocarpa 93-968 X deltoides ILL-101 F1 hybrid 52-225,,,,,,,,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,10898,270,,,,,,,,,,,,,,,,,,,,,,,,,missing,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237573,RNA-Seq,300,8388454500,PRJNA259094,SAMN03079752,3561181498,JGI,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2158834,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWHX,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8231,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237575,RNA-Seq,300,19483682100,PRJNA259094,SAMN03079752,9206792190,JGI,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2158836,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWHW,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8231,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237579,RNA-Seq,300,14393929200,PRJNA259094,SAMN03079752,5996550231,JGI,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2158840,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWHP,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8232,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237582,RNA-Seq,300,10082927400,PRJNA259094,SAMN03079752,4135201636,JGI,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2158843,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWHH,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8193,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237584,RNA-Seq,300,16907959800,PRJNA259094,SAMN03079752,7774613632,JGI,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2158845,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWHB,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8231,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237586,RNA-Seq,300,16734890700,PRJNA259094,SAMN03079752,7885098693,JGI,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2158847,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWHA,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8231,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237588,RNA-Seq,300,11774679600,PRJNA259094,SAMN03079752,4771596506,JGI,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2158849,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWCY,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8192,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237590,RNA-Seq,300,12889092600,PRJNA259094,SAMN03079752,5522851872,JGI,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2158851,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWPT,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8193,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237592,RNA-Seq,300,10330813500,PRJNA259094,SAMN03079752,4494001439,JGI,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2158853,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWPS,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8193,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237594,RNA-Seq,300,17698861200,PRJNA259094,SAMN03079752,7529656189,JGI,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2158855,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWPZ,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8193,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237596,RNA-Seq,300,16460819100,PRJNA259094,SAMN03079752,7158618191,JGI,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2158857,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWPY,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8193,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237599,RNA-Seq,300,14599623000,PRJNA259094,SAMN03079752,6218526093,JGI,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2158860,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWPC,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8232,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4237600,RNA-Seq,300,12972385500,PRJNA259094,SAMN03079752,5501755994,JGI,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2158861,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-09-12T00:00:00Z,1038644,SRP089670,,WWPA,uncalculated,uncalculated,MIGS.eu,missing,,,,,,,,,,,,,,,not collected,not collected,missing,missing,missing,missing,missing,missing,missing,missing,missing,8232,270,,missing,eukaryote,Populus trichocarpa,BESC-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
